0.0000000000000		332.1540000000000	332.1540000000000
24.6946664042692	332.4390000000000	332.4390000000000
67.3182464899130	333.8353000000000	333.4000000000000
70.1458610043633	333.4399577749220	333.4399577749220
74.3947529269501	332.8459000000000	333.5000000000000
81.1692113355881	330.7250000000000	333.6500000000000
89.9232451876333	330.7250000000000	333.7000000000000
89.9232451876333	332.5500000000000	333.7000000000000
93.4232451876333	332.5500000000000	333.7500000000000
93.4232451876333	330.7250000000000	333.7500000000000
102.1772790396780	330.7250000000000	333.8000000000000
110.2243894751310	333.8556080212180	333.8556080212180
115.2012982966420	335.7918000000000	333.8900000000000
133.5051658175540	335.2968000000000	334.1500000000000
156.8163674380420	335.2887000000000	334.4500000000000
180.5283199730260	335.4736000000000	334.5500000000000
202.0988310214280	335.3913000000000	334.4360000000000
213.6305918003900	334.5001000000000	334.4760000000000
